WORD	IMAG
loquacity	321
lord	482
lorry	383
lose	373
loss	409
lotion	497
loud	448
love	569
lovely	491
loving	497
low	378
lowland	453
loyalty	411
lubricant	515
luck	399
lumber	530
lump	546
lunch	602
lune	252
lung	576
lunge	459
lure	389
lust	444
lute	429
luxury	507
lye	372
lymph	383
lynx	461
lyre	426
macaroni	608
machine	575
machinery	526
mackerel	540
mad	479
madame	504
made	351
madman	545
madness	422
magazine	588
magic	458
magician	569
magnate	379
magnesium	391
magnet	543
magnitude	303
mahogany	500
maiden	554
mail	548
main	309
mainly	237
maize	420
majestic	446
major	395
majority	390
make	322
maker	379
malady	370
malaria	484
male	587
malice	365
malicious	397
mall	383
mallet	557
mammal	541
man	567
manage	303
management	415
mane	528
manganese	413
manicure	451
mankind	452
manner	342
manor	508
mansion	628
mantle	596
manufacturer	362
manure	534
manus	238
many	393
map	587
maple	511
mar	453
marble	605
march	497
mare	529
margin	494
mark	434
market	583
marl	186
maroon	503
marriage	556
married	568
marry	523
martial	412
marvel	410
mash	472
mass	484
mast	558
master	495
mastery	324
mat	537
match	490
mate	506
material	490
maternity	502
math	487
mathematical	430
mathematics	480
matter	298
mattress	601
mature	363
maturity	429
may	370
maybe	222
mayor	523
maze	555
me	430
meadow	622
meal	573
mean	419
meant	282
measles	582
measure	379
meat	618
mechanic	530
mechanical	482
medal	529
medallion	565
medicine	551
mediocre	322
mediocrity	258
meek	392
meet	438
meeting	451
melancholy	370
melee	313
melt	461
member	399
memory	391
men	587
menace	398
menad	167
menu	613
mercenary	436
merchant	472
mercury	521
mercy	373
merit	380
mermaid	578
merry	519
message	438
messenger	505
metal	541
method	304
methodical	337
methylene	405
meticulous	337
metis	199
metropolis	572
mica	397
microbe	394
microscope	617
midnight	602
midshipman	369
mien	253
might	346
mild	359
mile	511
mileage	460
military	478
milk	638
million	440
millstone	526
mimic	390
mince	419
mind	373
mine	522
miner	569
mineral	432
minister	584
mink	604
minnow	554
minor	376
minstrel	522
minute	473
miracle	367
mirage	489
mirror	627
mischance	248
mischief	422
mischievous	455
misconception	292
misery	444
mismanagement	286
miss	447
missile	602
mist	637
mistake	380
mistaken	290
mister	365
mistress	535
misuse	367
mite	387
mixer	536
mixture	433
moan	475
moat	497
moccasin	573
mocker	372
modern	368
modernist	294
modest	341
mohair	508
mohur	158
moisture	513
molasses	451
mold	454
mole	567
molecule	470
moment	334
monad	186
monarch	572
monastery	550
money	604
monk	606
monkey	588
monocle	529
monsoon	498
month	448
monument	543
mood	394
moon	585
moonlight	613
moose	604
moral	341
morass	256
morbid	420
more	264
morgue	589
morning	579
morphine	550
mortal	402
mortar	449
mortgage	358
mosque	461
mosquito	612
moss	569
most	306
mote	438
moth	577
mother	638
motion	416
motive	275
motor	521
mountain	629
mournful	475
mouse	615
mouser	329
mousse	439
mouth	613
mouthpiece	549
move	413
movie	571
much	332
mucin	217
mucous	538
mucus	570
mud	582
muddy	522
mug	574
mule	608
multiplication	476
multitude	436
mural	515
murder	549
muscle	553
muscular	570
music	549
musical	451
musician	585
mussel	556
must	247
mustard	599
mutilation	502
mutiny	447
mutton	484
muzzle	513
my	298
mystery	472
mystic	495
myth	359
nabob	213
nadir	254
nag	508
naiad	198
nail	588
naive	354
name	475
namesake	348
napkin	582
nares	169
narrow	491
narrowness	397
nasty	387
nation	436
national	400
native	507
natural	376
nature	513
naughty	407
naval	535
nave	282
navel	546
navy	562
near	408
nearly	305
neat	495
necessity	306
neck	622
necklace	606
nectar	523
need	327
needle	589
neglect	372
negligent	339
neighbour	548
neighbourhood	456
nephew	443
nerve	486
nervous	465
nest	571
net	540
neurotic	417
neuter	327
neutral	300
neutrality	308
never	351
new	418
newborn	532
news	484
newspaper	616
newt	472
next	386
nice	375
nicety	221
nickel	572
nidus	213
night	607
nightfall	588
nightgown	564
nightingale	551
nine	494
nip	486
nisus	211
no	361
nob	372
noble	383
nod	508
noel	463
noisy	215
noll	297
nomad	516
nonchalant	366
none	425
nonsense	349
noodle	530
noose	593
nope	315
nor	243
normal	294
nose	605
not	253
note	503
notice	467
noun	368
novel	547
now	276
nowhere	299
noxious	363
nozzle	513
numb	477
number	489
nun	617
nurse	617
nursery	542
nutmeg	526
nutrient	378
nymph	546
oak	590
oar	592
oat	499
oath	443
oatmeal	558
obedience	394
obedient	364
obese	563
obey	352
object	408
oblique	310
oblivion	386
oblivious	347
obnoxious	363
oboe	471
obscure	354
observation	345
observer	489
obsession	409
obstinate	373
obstruction	413
occasion	305
occasional	276
occupation	375
ocean	623
ode	344
odour	556
of	217
off	326
offal	402
offend	372
offensive	378
office	518
officer	593
offshoot	335
oh	274
oil	573
okay	269
old	478
older	479
olive	578
omen	413
on	268
once	322
one	432
onion	617
only	255
onslaught	374
opal	490
open	425
opening	462
opinion	359
opium	487
opponent	408
opportunity	335
opposition	359
optimism	418
optimistic	378
or	224
oral	378
orange	626
orchestra	619
orchid	597
order	352
orderly	419
ordinary	271
organ	576
origin	306
original	324
originality	335
originate	311
originator	365
ornament	594
ornate	419
oscillation	440
osculation	318
ostentation	280
other	265
otter	572
ounce	457
our	315
out	330
outbreak	359
outcome	295
outfit	487
outgoing	352
outhouse	494
outlandish	332
outpost	378
output	324
outset	270
outside	419
outsider	518
outspoken	354
oven	599
over	327
overcoat	552
overlap	399
overproduction	316
overshoe	378
overtone	268
owl	595
own	337
owner	425
ownership	362
ox	548
oxide	337
oxygen	430
oyster	521
pacifism	383
package	529
pact	364
padlock	523
paean	261
page	555
paid	429
pail	508
pain	502
paint	567
painter	565
painting	602
pair	480
palace	612
pale	532
palette	437
pall	271
palm	555
pampas	410
pan	532
pancreas	453
pane	410
panic	501
panoply	213
panorama	464
panties	574
pants	630
paper	590
parade	578
paradise	516
paradox	334
paragraph	482
parallelism	324
parcel	509
pardon	355
pare	392
parish	483
park	573
parliament	475
parry	328
part	340
participant	370
particular	274
partner	513
party	596
pass	479
passage	525
passenger	529
passing	368
passion	467
passionate	495
passive	307
passport	546
past	446
paste	529
pastor	488
pasture	562
pat	386
patch	529
patent	375
path	537
pathetic	397
patience	363
patient	526
patron	376
pattern	453
paul	440
pause	347
pavis	194
pawn	479
pax	277
payment	472
pea	568
peace	446
peaceful	426
peacemaker	416
peach	613
peal	433
pear	590
pearl	590
peasant	540
pebble	546
peck	494
pedal	556
peddle	508
peek	446
peel	436
peep	437
peer	376
peg	538
pelt	517
pen	576
pencil	607
pendulum	605
penicillin	501
penitent	334
penny	609
peon	455
people	548
pep	466
pepper	587
perception	355
perch	462
perdition	180
perfect	404
performance	453
performer	530
perhaps	220
period	429
periodical	492
perish	404
perjury	353
permanent	390
permission	331
permit	388
perpetrator	272
perry	356
perse	271
persecution	416
persistent	344
person	562
personal	408
personality	405
personnel	375
persuasive	366
perturbation	232
peso	463
pessimistic	400
pest	445
pestle	341
pet	589
petal	508
pew	531
pewit	229
phaeton	221
phantom	499
phase	319
phial	394
philology	162
philosophy	348
phone	587
photograph	618
phrase	342
physician	572
physics	425
pianist	608
piano	630
pick	513
pickle	641
picture	581
picul	174
pidgin	390
pie	604
piece	395
pier	545
pierced	475
pig	635
pigeon	610
pile	513
pill	580
pillow	624
pimple	617
pin	576
pine	617
pineapple	569
pint	487
pioneer	416
pious	378
pipe	598
piping	491
pique	293
piston	526
pit	589
pity	391
placard	382
place	377
plaice	226
plain	463
plait	319
plan	379
plane	556
planet	578
plank	598
plant	605
plate	527
platform	529
platter	576
plausible	278
play	498
playful	463
playing	464
plaza	351
plea	347
plead	393
pleasant	390
pleasing	368
pleasure	511
pledge	408
plenipotentiary	129
plentiful	408
pliable	364
pliers	588
plot	420
plug	583
plum	611
plumb	501
plunge	548
pocket	558
podium	508
poet	518
poetry	486
point	481
poison	513
pole	579
policeman	629
polio	561
polish	494
polite	393
politician	507
polka	475
poll	488
pollen	526
pollution	509
polo	524
polyp	235
pommel	280
pompous	380
pond	599
pony	642
pool	577
poor	447
pope	576
popular	422
population	391
porch	586
pore	447
pork	522
port	546
portal	505
porter	536
portion	399
portrait	565
portray	377
position	346
possession	410
possessive	383
possible	249
post	518
poster	600
pot	598
potato	617
pouch	513
pound	553
pour	495
poverty	502
powder	524
power	450
practical	358
prairie	569
praise	467
pray	444
prayer	492
preaching	441
precaution	367
precious	424
precipitate	426
precise	324
precursor	205
predicament	365
predict	372
preference	281
prefix	353
prejudice	419
preliminary	254
prelude	340
preparation	313
preposition	317
presence	339
present	481
presentable	341
president	572
pressure	446
prestige	394
pretence	307
pretty	520
prevalent	274
previous	276
prey	500
pride	424
priest	568
prim	361
primary	367
prime	386
prince	606
princess	547
principal	402
principle	305
prior	274
prison	593
prisoner	565
private	432
prize	517
problem	411
procession	534
produce	396
product	435
production	347
productive	350
profession	406
professional	383
professor	587
proficient	346
profile	572
profit	497
profiteer	297
programme	458
prohibit	373
projectile	486
projector	584
promenade	526
promise	320
promised	298
promising	300
promotion	367
prong	499
pronoun	402
proof	339
prop	450
propeller	599
proper	295
property	466
prophet	467
proportion	329
proprietor	475
prosaic	283
prosecutor	497
prosper	392
prosperity	436
prosperous	436
protection	410
protest	472
protocol	258
proud	434
provender	162
provided	264
provincial	322
provision	343
prow	307
proxy	334
prune	578
psalm	427
psychologist	470
psychology	353
public	448
puck	370
pudding	588
puddle	562
pugilist	264
pull	446
pulpit	551
pummel	308
pump	556
punch	527
punctual	368
puncture	465
punish	474
punishable	303
punishment	418
puny	395
pup	624
pupil	572
puppy	635
pure	366
purl	310
purpose	280
purse	567
purser	362
push	395
put	263
puzzle	510
pyramid	613
python	559
quack	446
quaich	201
quail	505
quake	463
quality	349
quantity	349
quarrel	479
quart	545
quarter	531
quean	263
queen	612
querulous	293
quest	460
question	398
questionable	329
quibble	393
quick	363
quicken	335
quickly	376
quickness	372
quiet	426
quietude	286
quill	530
quilt	554
quire	240
quiver	505
quotient	341
rabbi	557
rabbit	611
race	457
rack	439
racket	530
racketeer	502
racquet	522
radical	346
radio	613
raid	476
rail	556
railroad	596
raiment	373
rain	618
rainbow	604
raise	418
raised	376
rake	550
ram	546
ramp	527
rampant	337
ramrod	418
ranch	519
rancid	364
range	413
rap	388
rape	565
rapid	387
rare	439
rarity	270
rash	520
raspberry	636
rat	588
ratal	193
rate	311
rating	310
ration	392
rational	298
rattle	554
rattlesnake	611
raw	470
ray	556
raze	271
reach	391
reaction	395
read	499
reading	436
real	313
reality	315
really	246
realm	324
reap	408
reaper	462
rear	455
reason	285
reasonable	305
rebec	224
rebel	497
rebellious	463
rebus	201
recall	424
receipt	432
receiver	504
recent	298
receptacle	426
receptive	302
recess	415
reciprocal	278
recital	495
reckless	395
reckoning	283
recognition	388
recollection	308
recommend	313
record	591
recreant	167
recruit	412
rectangle	590
rector	494
red	585
redeemer	353
reduction	332
reed	520
reel	487
referee	564
refined	353
refinement	375
reflection	567
reflex	476
reformation	280
refrain	370
refresh	374
refrigerator	612
refuse	419
regency	316
region	459
register	483
regret	359
regular	320
regulation	345
reign	382
rein	478
rejoice	432
relation	451
relax	387
relaxation	494
reliable	363
relic	481
relief	432
religion	434
relinquish	337
reluctant	373
remark	321
remedy	370
remex	222
reminder	328
remittance	337
removal	391
rendezvous	477
renounce	362
renown	334
rent	469
repair	440
repeat	351
replacement	333
replete	285
reply	341
report	411
representative	380
repress	365
reprisal	294
reprove	301
reptile	579
republic	356
repulsive	426
reputation	343
requirement	339
rescue	456
research	445
resentful	404
resentment	352
residue	487
resistance	416
resolution	316
resolved	278
resort	523
respect	343
respectable	385
response	348
responsibility	294
responsible	348
responsive	347
rest	396
restaurant	611
restless	404
restore	324
result	324
resumption	264
retailer	445
retain	352
retard	481
retention	316
retreat	408
return	293
revealed	346
revenge	429
revenue	330
review	345
revolt	502
revolution	513
revolver	629
reward	453
rhapsody	409
rheumatism	458
rhombus	441
rhumb	199
rhyme	475
rib	586
ribbon	563
rice	506
rich	467
rick	275
rickety	426
riddle	455
ride	483
ridge	543
ridicule	390
rifle	581
right	372
righteous	329
rigid	488
rigidity	432
rim	509
ring	601
rinse	465
riot	548
ripe	490
rise	451
risk	405
rite	353
ritual	474
river	633
road	609
roar	526
rob	465
robber	549
robbery	484
robin	615
rock	612
rocker	520
rocket	612
rod	549
rode	451
roe	349
rogue	478
role	385
roll	496
rolling	434
romance	551
roof	604
room	545
root	565
rope	596
rosary	464
rose	623
rosebud	586
rosin	435
rotation	448
rote	264
rough	491
round	559
route	447
routine	341
rover	473
rubber	599
rubble	482
ruby	562
rudder	520
rude	390
ruff	327
rug	591
rugged	488
rule	415
ruler	543
rum	560
rumble	494
rumour	353
rung	480
runner	546
running	490
rural	437
rush	404
rust	547
rusty	553
rye	459
sable	419
sack	548
sad	419
saddle	578
safe	474
safety	397
saga	345
sagacity	232
sage	434
said	313
sail	597
saint	394
salad	623
salary	452
sale	422
salep	211
salol	206
saloon	608
salt	570
saltpetre	283
salty	512
salutation	456
salute	538
salvation	408
salve	391
same	326
sampler	378
sanctity	330
sanctuary	481
sand	603
sandal	613
sandy	554
sane	364
sanitarium	510
sanitation	447
sap	451
sapphire	560
sarcastic	419
sardine	592
sash	488
satchel	580
satin	561
satire	370
satisfaction	478
sauce	569
saucer	544
sauerkraut	585
savage	528
savant	271
save	365
savory	446
saw	531
saxophone	602
scab	573
scale	463
scar	565
scarce	380
scare	471
scarlet	587
scavenger	501
scene	432
scent	421
scheme	319
schism	361
scholar	451
school	599
schoolhouse	544
science	423
scissors	609
scooter	569
scorn	364
scornful	407
scorpion	596
scotch	590
scout	578
scowl	456
scratch	543
scream	589
screaming	519
screwdriver	617
scroll	572
scull	474
sea	606
seal	563
seam	555
seaman	481
sear	299
search	402
season	495
seat	574
seaweed	590
second	371
secretary	563
secure	373
security	391
sedative	459
seduction	521
see	379
seed	542
seedling	451
seedy	432
seek	335
seel	341
seem	249
seen	351
seer	309
segment	480
seine	367
seldom	259
select	310
selection	311
self	466
selfish	359
sell	397
seller	427
selling	376
semen	494
semester	383
semicircle	526
send	423
sender	370
sensation	394
sense	368
sensible	334
sensitive	434
sent	386
sentiment	365
separation	435
sequel	323
serf	500
sergeant	549
serial	340
series	398
serious	376
servant	508
service	408
session	394
settled	307
settlement	457
settler	528
sever	439
severance	316
severe	352
sew	478
sewer	538
sex	584
sexual	504
shadow	565
shadowy	443
shady	487
shaker	408
shale	401
shall	237
shallow	451
shame	419
shape	471
shark	602
sharp	495
shawl	576
she	474
shear	484
shed	602
sheep	596
sheepskin	566
sheer	440
sheet	594
shell	581
shelter	488
shepherd	600
shield	556
shilling	476
shining	480
shiny	537
ship	612
shirt	612
shiver	578
shock	471
shoe	601
shone	384
shoot	494
shop	561
shopper	519
shore	624
short	431
shortage	405
shot	535
should	295
shoulder	577
shout	484
shovel	538
show	424
shower	615
shown	273
shriek	515
shrimp	618
shrub	556
shrug	497
shutter	533
sick	456
sickness	489
side	386
siege	445
sigh	440
sight	406
sigil	231
sign	534
signal	513
significant	261
signify	298
silence	470
silk	510
silver	582
similar	324
simile	334
simper	329
simple	344
sin	441
since	264
sincere	407
sine	377
sinful	371
sing	527
singer	575
singing	471
single	415
sink	599
siren	578
sister	613
sit	487
site	406
situation	319
sixpence	602
size	415
skate	563
sketch	510
ski	615
skill	366
skillet	586
skin	638
skirt	573
skull	609
skunk	652
sky	618
skylark	548
skyscraper	577
slag	373
slang	411
slap	542
slave	564
slavery	517
slay	454
sleave	381
sleep	530
sleet	547
sleeve	550
sleigh	608
slept	393
slice	507
slide	490
slight	317
slime	558
slip	497
slipper	595
slit	508
sloe	276
slope	578
sloppy	434
slough	245
slovenly	404
slow	377
sluggish	382
slumber	500
slush	567
smack	601
small	447
smart	396
smash	518
smear	415
smell	477
smelt	473
smile	615
smoke	615
smooth	472
smother	413
smug	352
smut	426
snail	577
snake	627
snap	410
sneer	494
sneeze	562
snort	472
snow	597
snub	348
so	227
soap	600
soar	436
sob	483
sobriety	380
soccer	570
social	386
socialist	352
society	440
sock	553
sod	467
soda	544
sodium	423
sofa	597
soft	476
softly	456
soil	566
sold	408
soldier	578
sole	462
solemn	392
solemnity	314
solidify	445
solution	391
some	302
somersault	562
sometimes	259
son	560
sonata	441
song	578
soon	278
soot	531
sop	294
sophisticated	415
soprano	535
sore	486
sorrow	429
soul	366
sound	497
soup	604
sour	495
south	476
southland	224
sow	479
space	538
spade	578
span	381
spangle	356
spank	522
spare	316
spark	539
sparrow	583
spasm	486
spatula	517
speak	488
speaker	549
spear	545
special	305
specialist	448
specimen	417
speck	503
speech	447
spell	429
sperm	548
sphere	562
spice	592
spicy	494
spider	597
spike	573
spinach	606
spire	541
spirit	450
spirited	426
spite	405
spiteful	334
splendid	383
split	445
spoke	466
sponge	577
spook	449
spool	552
spoon	584
spot	507
spout	466
spray	559
spree	425
spring	585
sprint	526
spruce	532
spurt	491
square	610
squeak	492
squib	390
squint	515
squire	459
squirrel	642
squirt	496
stable	537
stadium	586
staff	478
stain	533
stair	551
stake	506
stale	412
stalk	440
stand	471
standard	319
stanza	437
star	623
starch	497
stare	420
startle	410
state	511
statement	386
station	554
statue	562
stay	321
steady	378
steak	647
steal	448
steam	591
steamer	616
steel	534
steeple	559
steerage	341
stem	533
step	483
steppe	427
stern	424
stew	587
stick	517
stifle	381
stile	413
still	345
sting	553
stingy	395
stipend	213
stoat	483
stocking	555
stoic	340
stole	441
stomach	551
stone	585
stool	584
stop	452
stopped	397
store	506
stork	570
storm	587
story	491
stout	521
stove	592
straight	453
strain	402
strand	431
strange	378
stranger	454
straw	568
strawberry	631
streamer	504
street	577
strength	470
strengthen	341
strict	383
stride	462
string	556
stripe	562
stroke	481
strong	463
strop	208
strut	437
stub	495
stubborn	400
student	603
studious	426
stumble	485
stump	490
stunt	429
stupid	381
style	416
stylish	407
subaltern	267
subject	418
submarine	588
subsection	283
substance	348
substitute	360
substratum	244
subtle	294
subtraction	413
succeed	416
success	443
succour	297
such	219
sucker	419
sudden	361
suds	565
sue	449
suede	550
sufferance	326
suffix	254
suffocate	486
suffrage	317
sugar	595
suggestion	345
suit	536
suite	487
sullen	361
sulphur	561
sultan	541
sum	465
summer	618
summit	546
sun	639
sunburn	629
sunlight	643
sunset	633
sunshine	655
superfluity	232
superior	378
supper	590
supplication	326
supply	340
support	359
supposition	270
suppression	328
sural	231
sure	285
surf	601
surface	453
surplus	346
surprise	451
surrender	432
surtax	290
suspect	377
suspicion	386
suspicious	371
swage	234
swallow	554
swamp	600
sward	207
swarm	488
swayed	404
sweat	560
sweep	513
sweet	493
swell	410
swift	460
swim	572
swimming	635
sword	597
swore	404
sycamore	562
syllable	375
symbol	447
symbolism	438
symmetrical	456
sympathetic	390
sympathy	402
synagogue	498
synod	229
system	340
table	582
tablespoon	600
tacet	234
tack	546
tail	551
tailor	499
take	337
tale	363
talent	399
talented	387
tales	466
talk	453
talkative	400
tall	514
tally	308
taluk	230
tame	447
tang	518
tangerine	625
tank	563
tap	541
tape	573
taper	372
tapis	193
tar	550
tariff	373
tarn	299
tarnish	456
task	410
taste	425
tax	446
tea	599
teach	429
teacher	575
team	565
tear	550
technicality	262
teem	346
teeth	611
telegraph	518
telephone	655
telescope	596
tell	350
temerity	267
temper	489
temperamental	393
temperature	460
tempest	514
temple	547
tempt	437
temptation	391
tendency	261
tender	429
tennis	634
tense	422
tent	593
tentative	266
tenure	286
term	387
terrible	422
territory	445
terror	483
test	528
testimony	377
text	437
than	213
thane	251
that	225
thaw	466
the	209
theft	436
their	255
them	368
theme	395
then	204
theologian	416
theoretical	334
theory	317
there	283
therefore	243
thermometer	581
these	267
they	312
thick	468
thicket	511
thief	529
thimble	570
thin	502
thing	358
think	384
thinker	405
thirsty	482
this	279
thistle	624
thong	448
thorn	600
those	247
thought	348
thoughtful	390
thread	568
threat	408
three	495
threw	421
thrifty	381
thrill	483
throat	561
throe	299
throng	452
through	320
throw	477
thud	453
thumb	599
thunder	554
thus	267
thwart	324
thyme	470
ticker	385
ticket	574
tickle	492
tidbit	448
tide	530
tidy	478
tie	551
tiger	606
tight	495
till	364
timber	553
time	413
timepiece	568
timid	404
tin	532
ting	316
tip	483
tire	511
tired	419
tiresome	361
title	413
to	220
toad	591
toast	594
toaster	580
tobacco	601
toe	620
toga	519
together	426
toil	393
toilet	603
token	416
told	286
tolerant	335
toll	419
tomahawk	619
tomato	610
tomb	596
ton	475
tongue	621
too	261
tool	538
tooth	624
top	486
topic	364
topped	348
torment	386
tornado	591
tortoise	539
torture	533
touch	456
tough	486
tourist	577
tow	406
towel	570
tower	596
town	553
toy	569
trace	384
track	499
traction	479
tractor	585
trade	390
tradition	354
tragedy	478
trail	525
trailer	587
train	593
trainer	482
traitor	447
trance	463
tranquil	508
transfer	313
transform	305
transformer	399
translation	340
transportation	430
trapeze	552
trapezoid	518
trash	599
travel	506
traveller	491
trawl	352
tray	550
treason	363
treasurer	493
treat	360
treatment	408
treaty	321
tree	622
trellis	544
tremor	491
tremulous	324
trend	373
trey	287
trial	516
triangle	597
tribe	515
tribute	386
trick	459
tried	303
trim	378
trip	520
tripod	574
triumph	470
triumphant	426
trolley	585
trombone	579
troop	498
trouble	395
troupe	404
trout	617
truce	481
truck	621
true	365
truism	292
trumpet	628
trunk	529
trust	356
trustworthy	337
truth	374
try	318
tube	564
tuberculosis	426
tuck	416
tuff	366
tulip	641
tumble	461
tun	235
tune	463
tunic	508
tunnel	578
turmoil	429
turn	384
turner	345
turpentine	587
turtle	564
tush	143
tusk	538
twang	387
tweed	540
tweezer	587
tweezers	619
twig	555
twilight	588
twist	529
two	445
type	395
typewriter	615
typhoon	536
typical	299
tyranny	386
tyrant	494
ugly	491
ulcer	516
umbrella	592
umpire	572
unanimity	216
unbelief	332
unbeliever	328
uncertainty	283
uncle	574
unclean	424
unconcern	322
unction	213
under	426
underbrush	307
undergraduate	518
understanding	377
undertaking	278
underworld	448
undoing	283
undulation	369
uneasiness	411
unfair	264
unhappiness	461
unification	323
uniform	591
union	526
unique	379
unit	334
unite	474
universal	356
university	615
unjust	366
unkempt	393
unknown	297
unlearn	297
unlimited	390
unnatural	305
unpleasant	356
unpleasantness	425
unpopular	307
unreality	295
unrest	379
unstable	356
unsuccessful	293
untidy	458
up	391
upheaval	424
upholstery	478
upkeep	347
upon	334
upright	453
upset	416
upwards	366
urban	476
urchin	529
urn	510
us	428
used	344
useful	334
usual	235
usurp	262
usury	189
utensil	534
utter	370
utterance	313
vacant	475
vacate	369
vacation	559
vaccination	572
vacuum	479
vague	321
vain	351
vale	421
valley	600
valor	371
valuable	422
value	289
van	572
vane	377
vanity	406
vapour	493
variety	372
vary	272
vase	563
vault	550
veal	519
vegetable	598
vehicle	593
veil	516
vein	546
velocity	417
velvet	569
velveteen	470
venom	456
venture	399
verb	357
verdant	337
verdict	337
verity	240
versatile	327
verse	489
vertical	478
very	243
vessel	525
vest	581
vestal	283
vestibule	530
vestment	365
vet	494
veteran	439
veto	336
vial	424
vice	413
vicious	441
victim	521
victory	461
view	430
vigil	426
vigilance	383
vile	444
village	578
vine	564
vinegar	562
violation	386
violet	560
violin	606
virtue	351
vise	432
vision	440
visitor	499
vista	322
vitriol	294
vivacious	407
vivid	390
vocation	404
vodka	613
voice	489
volcano	627
volt	415
volume	464
voluntary	327
vote	477
voter	486
vow	389
vulgar	420
wad	370
wafer	484
wage	466
wail	452
waist	530
wait	357
waiting	383
waive	350
walk	505
walking	574
wall	576
wallet	617
walnut	590
walrus	590
waltz	524
wampum	415
wamus	213
wand	513
wander	406
want	361
war	551
warbler	541
ware	399
warehouse	502
warm	441
warmth	551
warn	359
warrior	553
wary	315
was	264
wash	522
waste	448
wasteful	373
watch	525
water	632
watt	370
wave	542
wax	547
way	315
we	389
weak	414
weakness	386
wealth	500
weapon	546
wear	328
weather	537
web	602
wedding	594
weed	596
week	481
weep	523
weeping	499
weigh	411
weight	521
weird	466
welcome	470
welfare	362
well	522
welt	297
wench	520
went	308
wept	308
were	243
west	426
wet	509
whack	486
whale	623
whalebone	470
wharf	463
what	249
wheat	577
wheel	576
when	231
where	255
wherry	156
whether	207
which	257
whiff	461
while	302
whimper	441
whip	579
whirl	499
whisker	542
whiskey	592
whisper	567
whistle	574
whistling	497
white	566
whiteness	575
who	261
whole	377
wholesaler	409
whom	301
whoop	426
why	251
wick	535
wicker	390
wicket	473
wide	455
widow	505
wife	575
wig	587
wiggle	491
wigwam	593
wild	500
wilderness	564
will	322
willing	348
willow	565
win	454
wind	535
window	602
wine	624
wing	584
wink	501
winter	621
wire	564
wisdom	381
wise	412
wish	399
witan	176
witch	589
with	287
withdrawn	324
wither	438
without	302
witless	334
witness	467
witness	334
witty	380
wizard	551
woe	348
wolf	610
woman	626
womb	529
won	418
wonder	402
wonderful	404
wood	577
woodland	608
wool	586
work	458
worker	486
workhouse	419
working	458
world	560
worm	578
worn	457
worse	339
worth	275
would	211
wound	570
wrack	424
wrap	482
wrath	377
wreck	595
wren	551
wrest	313
write	548
writing	540
wrong	344
wrote	469
wrung	352
yacht	624
yard	568
yawn	545
year	428
yell	501
yellow	598
yelp	499
yeoman	371
yet	237
yew	467
yoke	514
yolk	530
yonder	360
yore	218
you	400
young	521
younger	391
your	289
yourself	426
youth	507
yucca	167
zeal	347
zealous	337
zenith	449
zero	483
zipper	632
zodiac	415
zone	432
zoo	613
zoologist	470
zoology	364
